Gene_id,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides DEAC2,Peptides SM,Razor + unique peptides DEAC2,Razor + unique peptides SM,Unique peptides DEAC2,Unique peptides SM,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Fraction 2,Fraction 3,Fraction 4,Fraction 11,Fraction 12,Fraction 13,Fraction 14,Q-value,Score,Identification type DEAC2,Identification type SM,Sequence coverage DEAC2 [%],Sequence coverage SM [%],Intensity,Intensity DEAC2,Intensity SM,iBAQ,iBAQ DEAC2,iBAQ SM,LFQ intensity DEAC2,LFQ intensity SM,MS/MS count DEAC2,MS/MS count SM,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Gene_desc,Log2 H/L,Log10 (Int H*L),Group,Glycosome status ,log2_DEAC2,log2_ibaq_DEAC2,log2_int_DEAC2,log10_int
Tb927.10.5340,Tb927.10.5340:mRNA-p1;Tb927.10.5330:mRNA-p1;Tb11.v5.1060.1-p1;Tb11.v5.0243.1-p1,Tb927.10.5340:mRNA-p1;Tb927.10.5330:mRNA-p1;Tb11.v5.1060.1-p1;Tb11.v5.0243.1-p1,13;13;13;13,13;13;13;13,13;13;13;13,;;;,4,13,13,13,9,12,9,12,9,12,51.6,51.6,51.6,17.51,153,153;153;153;153,7.78,4.0,3.0,,11.0,,,1.0,13.0,0.0,107.54,By MS/MS,By MS/MS,47.7,51.0,72124000,36639000,35485000,8013800.0,4071000.0,3942800.0,11096000,10385000.0,18,15,33,,,,133,382;383;2657;2658;2812;4642;4734;5789;5790;7803;8519;9094;9188,True;True;True;True;True;True;True;True;True;True;True;True;True,399;400;2898;2899;3063;5057;5165;6294;6295;8644;9400;10026;10027;10129,990;991;992;993;994;6896;6897;6898;7246;11751;11752;12016;12017;12018;14649;14650;14651;14652;14653;14654;20421;20422;22241;22242;22243;22244;22245;23662;23663;23664;23665;23899,1184;1185;1186;1187;1188;1189;1190;7746;7747;7748;8114;13170;13171;13474;13475;13476;16335;16336;16337;16338;16339;16340;22694;22695;22696;24673;24674;24675;26195;26196;26197;26198;26480,1184;1190;7746;7748;8114;13170;13474;16339;16340;22695;24674;26195;26480,103,103,"40S ribosomal protein S18, putative",,,,,0.2479275134435855,0.04615834985687126,0.04614229361428814,7.858079804708084
Tb927.11.7300,Tb927.11.7300:mRNA-p1;Tb11.v5.0253.1-p1,Tb927.11.7300:mRNA-p1;Tb11.v5.0253.1-p1,1;1,1;1,1;1,;,2,1,1,1,0,1,0,1,0,1,2.1,2.1,2.1,55.93,512,512;512,14.0,,,,,,,,1.0,0.0027655,8.0912,,By MS/MS,0.0,2.1,61869,0,61869,5155.8,0.0,5155.8,0,18650.0,0,1,1,,,,134,2983,True,3246,7678,8626,8626,,,"major facilitator superfamily, putative",,,,,-1.0,-3.8763365404536048,-1.9166257882887006,4.791473096495325
Tb927.7.4480,Tb927.7.4480:mRNA-p1;Tb11.v5.0261.1-p1,Tb927.7.4480:mRNA-p1;Tb11.v5.0261.1-p1,3;3,3;3,3;3,;,2,3,3,3,2,2,2,2,2,2,26.2,26.2,26.2,15.55,141,141;141,10.0,,,,2.0,,,,3.0,0.0,18.982,By MS/MS,By MS/MS,15.6,19.1,811820,151420,660400,90202.0,16824.0,73378.0,43003,0.0,2,3,5,,,,135,4839;9340;10217,True;True;True,5278;10293;11248;11249,12271;24334;26563;26564;26565,13737;26996;29536;29537;29538,13737;26996;29537,104,29,"adenosine 5'-monophosphoramidase, putative",0.506297265,13.901949900000002,i,red,-0.4150374992788438,-2.1002657802074216,-1.9745374273651717,5.909459746393245
Tb927.7.4500,Tb927.7.4500:mRNA-p1;Tb11.v5.0263.1-p1,Tb927.7.4500:mRNA-p1;Tb11.v5.0263.1-p1,1;1,1;1,1;1,;,2,1,1,1,0,1,0,1,0,1,2.7,2.7,2.7,58.428000000000004,528,528;528,12.0,,,,,,1.0,,,0.0026609999999999997,7.3716,,By MS/MS,0.0,2.7,40585,0,40585,1503.1,0.0,1503.1,0,97117.0,0,2,2,,,,136,3773,True,4107,9629,10816;10817,10817,,,"PX domain containing protein, putative",0.176740957,15.58272827,i,red,-1.5849625007211563,-2.318999370967575,-1.4960063265555819,4.608365550303124
Tb927.7.4550,Tb927.7.4550:mRNA-p1;Tb11.v5.0268.1-p1,Tb927.7.4550:mRNA-p1;Tb11.v5.0268.1-p1,4;4,4;4,4;4,;,2,4,4,4,4,2,4,2,4,2,38.3,38.3,38.3,19.423,183,183;183,6.86,,,,5.0,,,,2.0,0.0,47.44,By MS/MS,By MS/MS,38.3,13.1,4229800,3186700,1043100,528730.0,398340.0,130390.0,817040,402440.0,5,3,8,,,,137,1167;3502;5385;5522,True;True;True;True,1256;3802;5868;6010,3104;8935;13644;13645;13646;13936;13937,3585;10055;15192;15193;15194;15195;15500;15501,3585;10055;15194;15501,,,60S ribosomal protein-like,-0.311337135,13.24209056,i,red,0.5849625007211562,1.6083686081076203,1.5907358400991929,6.626319832871532
Tb927.7.4570,Tb927.7.4570:mRNA-p1;Tb11.v5.0270.1-p1,Tb927.7.4570:mRNA-p1;Tb11.v5.0270.1-p1,9;9,9;9,9;9,;,2,9,9,9,9,6,9,6,9,6,28.6,28.6,28.6,39.39,357,357;357,7.81,,,,13.0,,,,8.0,0.0,85.979,By MS/MS,By MS/MS,28.6,17.4,19340000,13912000,5427600,1017900.0,732230.0,285660.0,3145900,2120000.0,14,10,24,,,,138,3077;3129;3621;4001;5556;5910;7848;9872;10905,True;True;True;True;True;True;True;True;True,3343;3397;3398;3941;4350;6044;6045;6433;8690;10883;10884;12003,7889;7890;8040;8041;8042;9279;10137;10138;14017;14018;14019;14020;14021;14022;14984;20501;20502;25731;25732;25733;28363,8884;8885;9068;9069;9070;9071;10408;11370;11371;15582;15583;15584;15585;15586;15587;15588;15589;16712;22774;22775;28593;28594;28595;31412,8884;9069;10408;11370;15587;16712;22775;28595;31412,105;106;107;108,162;174;325;344,inosine-guanine nucleoside hydrolase,0.074606338,14.65918813,i,red,0.44745897697122117,1.356838538756887,1.3543401555786165,7.286447487348366
Tb927.10.6310,Tb927.10.6310:mRNA-p1;Tb11.v5.0275.1-p1,Tb927.10.6310:mRNA-p1;Tb11.v5.0275.1-p1,15;15,15;15,15;15,;,2,15,15,15,14,8,14,8,14,8,21.3,21.3,21.3,96.198,862,862;862,5.29,1.0,15.0,,,,8.0,,,0.0,142.23,By MS/MS,By MS/MS,20.4,10.3,14129000,8617200,5512000,362290.0,220950.0,141330.0,6384900,13725000.0,18,11,29,,,,139,102;110;509;529;570;2383;3637;4388;4543;6166;6687;9918;10160;10316;10658,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,106;114;538;539;560;604;2593;3958;4764;4935;6706;7365;10933;11188;11354;11739,246;247;248;262;1377;1378;1441;1442;1518;6099;6100;9311;11024;11025;11426;15610;15611;17211;25837;25838;26432;26831;27752;27753,270;271;272;287;1628;1629;1630;1631;1713;1714;1799;6855;6856;6857;10444;12364;12365;12366;12803;12804;17382;17383;19175;28716;28717;29410;29819;30755;30756,270;287;1631;1713;1799;6857;10444;12365;12803;17383;19175;28716;29410;29819;30755,109;110,1;339,"major vault protein, putative",-0.004233301,12.77097,i,red,0.6629650127224292,0.6432694213511794,0.6425477194200517,7.150117572646768
Tb927.11.12750,Tb927.11.12750:mRNA-p1;Tb11.v5.0291.1-p1,Tb927.11.12750:mRNA-p1;Tb11.v5.0291.1-p1,2;2,2;2,2;2,;,2,2,2,2,1,2,1,2,1,2,11.2,11.2,11.2,31.603,277,277;277,10.7,,,,1.0,,,,2.0,0.0,14.89,By MS/MS,By MS/MS,4.3,11.2,497600,0,497600,31100.0,0.0,31100.0,0,150000.0,1,2,3,,,,140,5500;7937,True;True,5987;8785,13883;20669;20670,15441;22959;22960,15441;22959,,,cleavage and polyadenylation specificity factor 30 kDa subunit,,,,,-0.5849625007211563,-6.384610938743773,-4.543613991829674,5.696880371682762
Tb11.v5.0304,Tb11.v5.0304.1-p1;Tb927.10.15940:mRNA-p1,Tb11.v5.0304.1-p1;Tb927.10.15940:mRNA-p1,1;1,1;1,1;1,;,2,1,1,1,1,1,1,1,1,1,3.6,3.6,3.6,40.114000000000004,366,366;471,8.25,,1.0,,1.0,,,1.0,1.0,0.0027824,8.2183,By MS/MS,By MS/MS,3.6,3.6,1153600,739090,414550,67861.0,43476.0,24385.0,0,114150.0,2,1,3,,,,141,9738,True,10738,25368;25369;25370;25371,28160;28161;28162,28161,,,"cation transporter, putative",,,,,0.5849625007211562,0.8245545455157349,0.8015088929653412,6.062070305868859
Tb927.10.15950,Tb927.10.15950:mRNA-p1;Tb11.v5.0305.1-p1,Tb927.10.15950:mRNA-p1;Tb11.v5.0305.1-p1,1;1,1;1,1;1,;,2,1,1,1,1,1,1,1,1,1,6.5,6.5,6.5,28.822,262,262;262,9.0,,,,1.0,,,,1.0,0.0,11.919,By MS/MS,By MS/MS,6.5,6.5,130030,59269,70760,7223.9,3292.7,3931.1,0,21330.0,1,2,3,,,,142,9527,True,10501,24808;24809,27521;27522;27523,27523,,,TATA-box-binding protein,,,,,-0.5849625007211563,-0.23140534203182195,-0.19015769497614873,5.114040222579209
Tb927.10.8480,Tb927.10.8480:mRNA-p1;Tb927.10.8470:mRNA-p1;Tb927.10.8460:mRNA-p1;Tb927.10.8440:mRNA-p1;Tb11.v5.0330.1-p1;Tb11.v5.0309.1-p1;Tb11.v5.0308.1-p1;Tb11.v5.0307.1-p1,Tb927.10.8480:mRNA-p1;Tb927.10.8470:mRNA-p1;Tb927.10.8460:mRNA-p1;Tb927.10.8440:mRNA-p1;Tb11.v5.0330.1-p1;Tb11.v5.0309.1-p1;Tb11.v5.0308.1-p1;Tb11.v5.0307.1-p1,8;8;8;8;8;8;8;8,8;8;8;8;8;8;8;8,0;0;0;0;0;0;0;0,;;;;;;;,8,8,8,0,3,8,3,8,0,0,16.3,16.3,0.0,56.516000000000005,527,527;527;527;527;527;527;527;527,9.77,2.0,3.0,3.0,2.0,1.0,3.0,7.0,10.0,0.0,72.411,By MS/MS,By MS/MS,6.5,16.3,563990000,150620000,413370000,46999000.0,12552000.0,34448000.0,53216000,136360000.0,6,23,29,,,,143,1132;1133;2455;2710;4908;6490;9716;10915,True;True;True;True;True;True;True;True,1217;1218;2677;2956;5352;7068;10714;12013,3034;3035;3036;3037;3038;3039;6393;6394;6395;6396;6397;6398;6399;7012;12421;16478;25298;25299;25300;25301;25302;25303;25304;25305;28380;28381;28382;28383;28384;28385;28386,3510;3511;3512;3513;7199;7200;7201;7202;7203;7204;7205;7206;7207;7208;7209;7210;7871;13913;18360;28076;28077;28078;28079;31427;31428;31429;31430;31431;31432,3510;3513;7207;7871;13913;18360;28077;31431,,,"glucose transporter, putative",,,,,-1.777607578663552,-1.456475444964447,-1.4563846332940475,8.751271403658306
Tb11.v5.0325,Tb11.v5.0325.1-p1,Tb11.v5.0325.1-p1,2,1,1,,1,2,1,1,2,0,1,0,1,0,8.3,4.0,4.0,36.986,325,325,2.0,,1.0,,,,,,,0.0035786999999999998,6.895,By MS/MS,,8.3,0.0,170860,170860,0,8136.3,8136.3,0.0,138320,0.0,1,0,1,,,,144,895;4056,False;True,962;4412,2408;10257,2804;2805;11504,2804;11504,,,"retrotransposon hot spot (RHS) protein, putative",,,,,1.0,4.498069885942946,3.115138652448578,5.232640402026943
Tb11.v5.0333,Tb11.v5.0333.1-p1;Tb927.10.8530:mRNA-p1;Tb927.10.8520:mRNA-p1;Tb927.10.8510:mRNA-p1;Tb927.10.8500:mRNA-p1;Tb927.10.8490:mRNA-p1;Tb11.v5.0332.1-p1;Tb11.v5.0331.1-p1,Tb11.v5.0333.1-p1;Tb927.10.8530:mRNA-p1;Tb927.10.8520:mRNA-p1;Tb927.10.8510:mRNA-p1;Tb927.10.8500:mRNA-p1;Tb927.10.8490:mRNA-p1;Tb11.v5.0332.1-p1;Tb11.v5.0331.1-p1,2;2;2;2;2;2;2;2,1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1,;;;;;;;,8,2,1,1,1,2,0,1,0,1,8.1,4.0,4.0,34.275999999999996,322,322;529;529;529;529;529;529;529,14.0,,,,,,,,2.0,0.0036268999999999997,7.0238,By matching,By MS/MS,4.0,8.1,355020,0,355020,44378.0,0.0,44378.0,0,54341.0,0,1,1,,,,145,2455;9680,False;True,2677;10676;10677,6393;6394;6395;6396;6397;6398;6399;25214;25215,7199;7200;7201;7202;7203;7204;7205;7206;7207;7208;7209;7210;27984;27985,7207;27984,,,"THT1 - hexose transporter, putative, fragment",,,,,-1.0,-6.892365431083508,-4.0811600205915095,5.550252819660655
Tb11.v5.0348,Tb11.v5.0348.1-p1;Tb927.10.15330:mRNA-p1,Tb11.v5.0348.1-p1;Tb927.10.15330:mRNA-p1,8;8,8;8,8;8,;,2,8,8,8,5,4,5,4,5,4,16.3,16.3,16.3,64.087,571,571;605,6.6,,,6.0,,,4.0,,,0.0,51.453,By MS/MS,By MS/MS,10.9,6.8,1563300,1133400,429900,44666.0,32383.0,12283.0,317210,0.0,8,5,13,,,,146,1053;1757;2348;4605;6239;9305;9665;10906,True;True;True;True;True;True;True;True,1134;1909;2556;5019;6782;10257;10658;12004,2864;4609;4610;6034;11662;15782;15783;24230;25174;28364,3318;5241;5242;5243;5244;6788;13074;13075;17534;17535;26868;27930;31413,3318;5241;6788;13074;17534;26868;27930;31413,111,81,"hypothetical protein, conserved",,,,,0.5849625007211562,1.3716768305256777,1.3537495869022058,6.194042327886423
Tb927.1.1240,Tb927.1.1240:mRNA-p1;Tb11.v5.0356.1-p1,Tb927.1.1240:mRNA-p1;Tb11.v5.0356.1-p1,5;5,5;5,5;5,;,2,5,5,5,4,2,4,2,4,2,10.4,10.4,10.4,65.212,589,589;589,6.0,,,4.0,,,2.0,,,0.0,53.00899999999999,By MS/MS,By MS/MS,8.7,3.1,1064800,899570,165190,35492.0,29986.0,5506.4,265490,0.0,4,2,6,,,,147,233;359;3927;6171;9328,True;True;True;True;True,244;375;4271;6711;10280,657;949;9980;15616;15617;24285,775;1138;11198;17388;17389;26937,775;1138;11198;17388;26937,112,230,"cytidine triphosphate synthase, putative",0.002328009,14.96429046,i,red,0.7369655941662062,2.3676456923624922,2.2977987094242054,6.027251727566566
Tb11.v5.0365,Tb11.v5.0365.1-p1;Tb11.v5.0366.1-p1;Tb927.11.12880:mRNA-p1,Tb11.v5.0365.1-p1;Tb11.v5.0366.1-p1,3;2;1,2;2;1,2;2;1,;,3,3,2,2,3,1,2,0,2,0,4.2,2.7,2.7,82.854,746,746;1082;1090,2.0,,2.0,,,,,,,0.0028835,10.534,By MS/MS,By matching,4.2,1.5,88142,88142,0,2203.5,2203.5,0.0,71352,0.0,2,0,2,,,,148,980;7673;10788,False;True;True,1055;8506;11880,2706;2707;2708;2709;2710;20051;28120,3157;3158;3159;3160;3161;22306;31144,3157;22306;31144,,,"hypothetical protein, conserved",,,,,1.584962500721156,2.7758968436945346,2.308586448327146,4.945182900713375
Tb927.10.510,Tb927.10.510:mRNA-p1;Tb11.v5.0374.1-p1,Tb927.10.510:mRNA-p1;Tb11.v5.0374.1-p1,6;6,6;6,6;6,;,2,6,6,6,4,6,4,6,4,6,18.9,18.9,18.9,37.06,334,334;334,10.0,,,,4.0,,,,6.0,0.0,57.24100000000001,By MS/MS,By MS/MS,15.0,18.9,2919500,1239100,1680300,194630.0,82609.0,112020.0,446180,412270.0,5,7,12,,,,149,721;1409;2048;4201;6072;7109,True;True;True;True;True;True,778;1515;2219;4566;6605;7887,1932;1933;3648;3649;5328;5329;10566;10567;15342;18518,2258;2259;4182;4183;6014;6015;6016;11841;11842;17125;17126;20633,2259;4183;6015;11842;17125;20633,,,Present in the outer mitochondrial membrane proteome 19,0.48608307799999995,15.37760289,i,red,-0.4150374992788438,-0.43766488231279366,-0.432716068253462,6.465293603686642
Tb11.v5.0394,Tb11.v5.0394.1-p1;Tb927.10.15750:mRNA-p1,Tb11.v5.0394.1-p1;Tb927.10.15750:mRNA-p1,7;7,7;7,7;7,;,2,7,7,7,6,6,6,6,6,6,19.6,19.6,19.6,183.78,1612,1612;1748,5.2,6.0,3.0,,,6.0,,,,0.0,51.951,By MS/MS,By MS/MS,17.2,17.6,5082200,1099800,3982500,56469.0,12220.0,44250.0,1025800,1749900.0,8,6,14,,,,150,69;1670;2359;8140;9771;9962;11297,True;True;True;True;True;True;True,71;1811;2567;8997;10774;10980;12437,162;163;4385;4386;4387;6052;21172;21173;21174;25448;25449;25450;25945;25946;29343,183;184;4991;4992;4993;6807;23483;23484;28248;28249;28250;28847;28848;32520,184;4993;6807;23484;28250;28848;32520,,,"hypothetical protein, conserved",,,,,0.36257007938470837,-1.8248588263285839,-1.8355363472571333,6.706060297176204
Tb927.10.16150,Tb927.10.16150:mRNA-p1;Tb11.v5.0397.1-p1,Tb927.10.16150:mRNA-p1;Tb11.v5.0397.1-p1,5;5,5;5,5;5,;,2,5,5,5,1,5,1,5,1,5,11.6,11.6,11.6,62.778999999999996,577,577;577,11.3,,,1.0,,,,5.0,,0.0,35.629,By MS/MS,By MS/MS,2.1,11.6,743780,0,743780,23993.0,0.0,23993.0,0,176210.0,1,6,7,,,,151,3164;3189;3326;5128;9789,True;True;True;True;True,3434;3460;3611;5597;10792,8126;8127;8182;8484;13016;25479,9149;9150;9212;9213;9558;14520;28276,9149;9213;9558;14520;28276,,,"ATP-dependent zinc metallopeptidase, putative",0.460827555,15.01519613,i,red,-1.8073549220576042,-6.01541553338911,-5.102882027936407,5.871444496143931
Tb11.v5.0399,Tb11.v5.0399.1-p1;Tb927.10.9650:mRNA-p1,Tb11.v5.0399.1-p1;Tb927.10.9650:mRNA-p1,4;4,4;4,4;4,;,2,4,4,4,1,4,1,4,1,4,4.5,4.5,4.5,121.09,1122,1122;1406,9.0,1.0,,,,4.0,,,,0.0,29.011999999999997,By MS/MS,By MS/MS,1.1,4.5,605580,59773,545800,12359.0,1219.9,11139.0,0,235800.0,1,4,5,,,,152,54;4650;4721;8355,True;True;True;True,56;5067;5150;9226,132;11772;11773;11991;21711,151;13192;13193;13445;24083,151;13193;13445;24083,,,"hypothetical protein, conserved",,,,,-1.3219280948873622,-2.8505039395189793,-2.7912856252105795,5.78216650352568
Tb927.10.15910,Tb927.10.15910:mRNA-p1;Tb11.v5.0406.1-p1;Tb11.v5.0301.1-p1,Tb927.10.15910:mRNA-p1;Tb11.v5.0406.1-p1,3;3;1,3;3;1,3;3;1,;,3,3,3,3,2,3,2,3,2,3,5.7,5.7,5.7,69.718,609,609;609;183,10.0,,,,2.0,,,,3.0,0.0,22.119,By MS/MS,By MS/MS,3.9,5.7,1055300,589200,466080,55541.0,31010.0,24530.0,178350,129480.0,2,3,5,,,,153,1065;1569;5183,True;True;True,1146;1698;5656,2882;2883;4076;13164;13165,3342;3343;4683;14681;14682,3343;4683;14681,,,"glycerol uptake protein, putative",,,,,-0.4150374992788438,0.3336191079378574,0.32435313628547113,6.023367707331312
Tb927.10.540,Tb927.10.540:mRNA-p1;Tb11.v5.0414.1-p1,Tb927.10.540:mRNA-p1;Tb11.v5.0414.1-p1,5;5,5;5,5;5,;,2,5,5,5,2,5,2,5,2,5,14.9,14.9,14.9,49.226000000000006,436,436;436,11.2,,,,2.0,,,5.0,2.0,0.0,36.933,By MS/MS,By MS/MS,5.7,14.9,1174500,361630,812920,55931.0,17220.0,38710.0,183420,117840.0,2,5,7,,,,154,2559;4487;8716;10875;11184,True;True;True;True;True,2793;4875;9616;11972;12313,6664;6665;6666;11280;11281;22705;22706;28319;29083,7508;7509;12658;25161;25162;31364;32261,7509;12658;25162;31364;32261,,,"ATP-dependent RNA helicase SUB2, putative",-0.053863915,18.61793463,i,red,-1.0,-1.1513715358769594,-1.121329206386322,6.069871509203788
Tb927.10.14490,Tb927.10.14490:mRNA-p1;Tb11.v5.0420.1-p1,Tb927.10.14490:mRNA-p1;Tb11.v5.0420.1-p1,1;1,1;1,1;1,;,2,1,1,1,0,1,0,1,0,1,4.3,4.3,4.3,46.24,420,420;420,13.0,,,,,,,1.0,,0.0027778000000000004,8.1561,,By MS/MS,0.0,4.3,304620,0,304620,13245.0,0.0,13245.0,0,72167.0,0,1,1,,,,155,5568,True,6060,14052,15626,15626,,,"hypothetical protein, conserved",0.128003136,15.86720218,i,red,-1.0,-5.176235207840626,-3.874304371624618,5.483758413788249
Tb927.10.15850,Tb927.10.15850:mRNA-p1;Tb11.v5.0427.1-p1,Tb927.10.15850:mRNA-p1;Tb11.v5.0427.1-p1,6;6,6;6,6;6,;,2,6,6,6,5,4,5,4,5,4,19.0,19.0,19.0,43.172,395,395;395,8.44,,,,5.0,,,,4.0,0.0,38.482,By MS/MS,By MS/MS,15.9,11.1,3105300,2569200,536020,129390.0,107050.0,22334.0,448870,442380.0,5,4,9,,,,156,298;1280;3645;3814;4384;7917,True;True;True;True;True;True,312;1375;3966;4152;4760;8764,802;3352;9323;9324;9743;11016;11017;20633;20634,941;3857;10457;10458;10934;12354;12355;22919;22920,941;3857;10458;10934;12355;22920,,,peroxin 12,4.720902873,18.05792382,iii,green,0.2630344058337938,2.2419070254375324,2.2146394701682617,6.492092374690164
Tb11.v5.0429,Tb11.v5.0429.1-p1;Tb927.8.7870:mRNA-p1;Tb927.8.7920:mRNA-p1;Tb927.8.7860:mRNA-p1;Tb927.8.7910:pseudogenic_transcript-p1;Tb927.8.7900:mRNA-p1;Tb927.8.7890:mRNA-p1,Tb11.v5.0429.1-p1;Tb927.8.7870:mRNA-p1;Tb927.8.7920:mRNA-p1;Tb927.8.7860:mRNA-p1;Tb927.8.7910:pseudogenic_transcript-p1;Tb927.8.7900:mRNA-p1;Tb927.8.7890:mRNA-p1,13;12;12;12;10;10;10,3;2;2;2;1;3;2,0;0;0;0;0;0;0,;;;;;;,7,13,3,0,11,8,2,3,0,0,10.6,2.5,0.0,144.42,1298,1298;1256;1264;1298;1184;1265;1267,6.33,1.0,2.0,,,3.0,,,,0.0,20.921999999999997,By MS/MS,By MS/MS,9.2,7.0,992150,251080,741070,14808.0,3747.5,11061.0,219760,318580.0,5,4,9,,,,157,790;1163;1396;2092;2371;2843;3912;4788;5380;9028;9109;9645;11071,False;False;False;False;False;True;False;False;False;True;True;False;False,850;1251;1501;2272;2581;3094;4255;4256;5222;5863;9956;10042;10632;10633;12190,2091;3094;3624;5442;5443;5444;6075;6076;7353;9956;9957;9958;9959;9960;12149;13631;13632;13633;13634;23494;23495;23688;23689;23690;25116;25117;25118;25119;28798;28799,2425;3572;4155;6135;6136;6829;6830;6831;8267;11176;11177;11178;13608;15178;15179;15180;15181;26006;26007;26225;26226;26227;26228;26229;26230;27866;27867;27868;27869;27870;27871;31963;31964,2425;3572;4155;6135;6830;8267;11177;13608;15179;26006;26227;27871;31963,113;114,979;1127,"receptor-type adenylate cyclase GRESAG 4, putative",,,,,0.2630344058337938,-1.4716040584186802,-1.4815018881427098,5.996577336718259
Tb927.10.15390,Tb927.10.15390:mRNA-p1;Tb11.v5.0434.1-p1,Tb927.10.15390:mRNA-p1;Tb11.v5.0434.1-p1,2;2,2;2,2;2,;,2,2,2,2,2,0,2,0,2,0,2.1,2.1,2.1,123.56,1095,1095;1095,2.0,,2.0,,,,,,,0.0,12.602,By MS/MS,,2.1,0.0,153990,153990,0,2566.5,2566.5,0.0,124660,0.0,2,0,2,,,,158,7219;8000,True;True,8012;8853,18896;20812,21039;23105,21039;23105,,,Flagellum attachment zone protein 7,0.038329501,14.76374109,i,red,1.584962500721156,2.96579745815048,2.983287206215316,5.1874925189804255
Tb927.11.3650,Tb927.11.3650:mRNA-p1;Tb11.v5.0435.1-p1,Tb927.11.3650:mRNA-p1;Tb11.v5.0435.1-p1,10;10,10;10,10;10,;,2,10,10,10,9,6,9,6,9,6,24.4,24.4,24.4,66.67399999999999,602,602;602,7.0,,,9.0,,,,6.0,,0.0,71.15,By MS/MS,By MS/MS,22.1,12.8,3162800,2162500,1000200,85480.0,58447.0,27033.0,586720,288480.0,11,9,20,,,,159,1559;4134;5338;5482;5702;5770;9134;10067;10439;11317,True;True;True;True;True;True;True;True;True;True,1681;4494;5817;5968;6202;6273;10071;11090;11496;12459,4009;4010;10438;13525;13526;13847;14468;14598;14599;23741;26213;27159;27160;29386;29387,4595;4596;11694;15065;15066;15406;16131;16276;16277;16278;16279;26281;29168;29169;30143;30144;32567;32568;32569;32570,4596;11694;15065;15406;16131;16278;26281;29169;30144;32567,,,"adenylosuccinate synthetase, putative",0.160659194,16.01597949,i,red,0.2630344058337938,1.1017101511638347,1.095406381010682,6.500057998579122
Tb11.v5.0546,Tb11.v5.0546.1-p1;Tb927.6.190:mRNA-p1;Tb927.6.180:mRNA-p1;Tb11.v5.0456.1-p1;Tb927.6.170:mRNA-p1,Tb11.v5.0546.1-p1;Tb927.6.190:mRNA-p1;Tb927.6.180:mRNA-p1;Tb11.v5.0456.1-p1;Tb927.6.170:mRNA-p1,3;3;3;3;2,1;1;1;1;1,0;0;0;0;0,;;;;,5,3,1,0,3,3,1,1,0,0,3.6,0.9,0.0,129.27,1177,1177;1211;1268;1268;1269,4.0,1.0,2.0,,,1.0,,,,0.0028185,8.4766,By MS/MS,By MS/MS,3.6,3.6,636640,551010,85625,12243.0,10596.0,1646.6,374470,0.0,3,1,4,,,,160,3912;9110;9647,False;False;True,4255;4256;10043;10044;10635;10636,9956;9957;9958;9959;9960;23691;23692;25122;25123;25124;25125,11176;11177;11178;26231;26232;27875;27876;27877;27878,11177;26231;27876,113;115;116,924;1037;1072,"receptor-type adenylate cyclase GRESAG 4, putative",,,,,1.0,2.4391189668173405,2.409373163705428,5.803890510956409
Tb927.1.1560,Tb927.1.1560:mRNA-p1;Tb11.v5.0464.1-p1;Tb927.10.9740:mRNA-p1;Tb927.11.8350:mRNA-p1,Tb927.1.1560:mRNA-p1;Tb11.v5.0464.1-p1,6;6;1;1,6;6;1;1,5;5;0;0,;,4,6,6,5,6,3,6,3,5,3,9.7,9.7,8.0,79.953,725,725;725;408;554,4.83,,6.0,2.0,1.0,,3.0,,,0.0,48.105,By MS/MS,By MS/MS,9.7,4.4,1763400,1642300,121100,44085.0,41057.0,3027.6,632020,556070.0,8,3,11,,,,161,1690;3257;3900;4865;8879;11319,True;True;True;True;True;True,1837;3536;4242;5305;9794;12461,4446;4447;8346;9932;9933;9934;12327;12328;23112;23113;29390;29391,5065;5066;9404;11147;11148;13805;13806;25599;25600;32573;32574,5065;9404;11148;13806;25599;32573,,,"vesicular-fusion protein nsf, putative",0.085380275,15.36317065,i,red,1.1699250014423124,3.6053629051956997,3.53713216687504,6.246350836456256
Tb927.10.15650,Tb927.10.15650:mRNA-p1;Tb11.v5.0465.1-p1,Tb927.10.15650:mRNA-p1;Tb11.v5.0465.1-p1,1;1,1;1,1;1,;,2,1,1,1,1,0,1,0,1,0,2.4,2.4,2.4,65.858,588,588;588,3.0,,,1.0,,,,,,0.0087506,6.4206,By MS/MS,,2.4,0.0,137140,137140,0,4897.8,4897.8,0.0,40474,0.0,1,0,1,,,,162,10693,True,11778,27873,30887,30887,,,tRNA pseudouridine synthase A-like protein,,,,,1.0,3.8074397160782807,2.8383432617217643,5.137164145129356
