Gene_id,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides DM-dig,Peptides DM-tx,Peptides TbGPI12-dig,Peptides TbGPI12-tx,Razor + unique peptides DM-dig,Razor + unique peptides DM-tx,Razor + unique peptides TbGPI12-dig,Razor + unique peptides TbGPI12-tx,Unique peptides DM-dig,Unique peptides DM-tx,Unique peptides TbGPI12-dig,Unique peptides TbGPI12-tx,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Fraction 2,Fraction 11,Fraction 12,Fraction 31,Fraction 32,Fraction 41,Fraction 42,Q-value,Score,Identification type DM-dig,Identification type DM-tx,Identification type TbGPI12-dig,Identification type TbGPI12-tx,Sequence coverage DM-dig [%],Sequence coverage DM-tx [%],Sequence coverage TbGPI12-dig [%],Sequence coverage TbGPI12-tx [%],Intensity,Intensity DM-dig,Intensity DM-tx,Intensity TbGPI12-dig,Intensity TbGPI12-tx,iBAQ,iBAQ DM-dig,iBAQ DM-tx,iBAQ TbGPI12-dig,iBAQ TbGPI12-tx,LFQ intensity DM-dig,LFQ intensity DM-tx,LFQ intensity TbGPI12-dig,LFQ intensity TbGPI12-tx,MS/MS count DM-dig,MS/MS count DM-tx,MS/MS count TbGPI12-dig,MS/MS count TbGPI12-tx,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Gene_desc,Log2 H/L,Log10 (Int H*L),Group,Glycosome status ,log2_ms_dig,log2_ms_tx,log10_int_dig,log10_int_tx,log2_ibaq_dig,log2_ibag_tx,log2_lfq_dig,log2_lfq_tx,log2_ibaq_tx,log2_int_dig,log2_int_tx
Tb927.10.12850,Tb927.10.12850:mRNA-p1,Tb927.10.12850:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,5.5,5.5,5.5,41.512,382,382,2.0,,2.0,,,,,,,0.0,12.869000000000002,By MS/MS,,,,5.5,0.0,0.0,0.0,116010,116010,0,0,0,5800.3,5800.3,0.0,0.0,0.0,27560.0,0,0,0.0,2,0,0,0,2,,,,216,1645;2303,True;True,1789;2498,3836;5407,4416;6331,4416;6331,,,ttaggg binding factor,0.16620125300000002,12.3963705,i,red,-1.5849625007211563,0.0,5.064495426792728,-inf,-3.6730787909922116,0.0,-2.6455020320799276,0.0,0.0,-3.0788543119779406,0.0
Tb927.10.12940,Tb927.10.12940:mRNA-p1,Tb927.10.12940:mRNA-p1,5,5,5,,1,5,5,5,5,0,0,0,5,0,0,0,5,0,0,0,15.4,15.4,15.4,34.477,324,324,2.0,,6.0,,,,,,,0.0,29.785,By MS/MS,,,,15.4,0.0,0.0,0.0,829140,829140,0,0,0,75376.0,75376.0,0.0,0.0,0.0,163790.0,0,0,0.0,6,0,0,0,6,,,,217,2604;3519;3672;4005;5604,True;True;True;True;True,2826;3833;3834;4039;4404;6140,6260;8353;8354;8857;9700;13663,7373;7374;9819;9820;10454;11461;16284,7374;9819;10454;11461;16284,176,75,predicted zinc finger protein,0.568734941,14.88971911,i,red,-2.807354922057604,0.0,5.918627867213777,-inf,-7.264616602600431,0.0,-5.010928560620054,0.0,0.0,-5.761342455371606,0.0
Tb927.10.12960,Tb927.10.12960:mRNA-p1,Tb927.10.12960:mRNA-p1,10,10,10,,1,10,10,10,5,9,3,0,5,9,3,0,5,9,3,0,59.6,59.6,59.6,24.484,230,230,24.9,5.0,,3.0,,,,10.0,,0.0,75.163,By MS/MS,By MS/MS,By MS/MS,,25.7,56.1,13.5,0.0,3540700,1104700,2304200,131760,0,295060.0,92057.0,192020.0,10980.0,0.0,1271700.0,1576100,764160,0.0,6,13,3,0,22,,,,218,355;356;1293;1504;1714;3110;3651;4373;4611;4625,True;True;True;True;True;True;True;True;True;True,378;379;1412;1641;1861;3370;4017;4795;5049;5065,784;785;3049;3050;3051;3507;3508;3509;3996;7398;7399;8819;10530;11090;11091;11092;11128;11129,882;883;3484;3485;3486;4032;4033;4034;4035;4620;4621;8722;8723;8724;10408;12437;13115;13116;13117;13160;13161;13162,882;883;3486;4035;4621;8724;10408;12437;13115;13161,,,Ras-related protein Rab5A,0.26906071800000003,15.85826045,i,red,-0.8073549220576042,-3.807354922057604,6.092180071315783,6.3625201722887965,-3.0119462458724953,-8.385842699991471,-0.7308832148208225,0.0,-8.385842699991471,-2.926697836359306,-6.809944255073517
Tb927.10.12990,Tb927.10.12990:mRNA-p1,Tb927.10.12990:mRNA-p1,6,6,6,,1,6,6,6,5,5,0,0,5,5,0,0,5,5,0,0,26.7,26.7,26.7,32.826,296,296,21.0,5.0,,,,,,5.0,,0.0,41.1,By MS/MS,By MS/MS,,,22.0,23.0,0.0,0.0,1611400,1027000,584350,0,0,123950.0,79002.0,44950.0,0.0,0.0,1085400.0,453900,0,0.0,6,7,0,0,13,,,,220,590;2076;2339;4095;4210;5625,True;True;True;True;True;True,629;2265;2534;4500;4620;6161,1391;4881;5497;5498;9873;9874;10104;10105;13697;13698,1621;5663;6454;6455;6456;11661;11662;11663;11664;11937;11938;16325;16326,1621;5663;6456;11664;11937;16325,,,predicted ankyrin repeat family protein,,,,,-2.807354922057604,-3.0,6.011570443597278,5.766673048376084,-7.33196985542435,-6.305022248044981,-7.700734995939986,0.0,-6.305022248044981,-6.064957699594134,-4.867938905870488
Tb927.10.13120,Tb927.10.13120:mRNA-p1,Tb927.10.13120:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,3.7,3.7,3.7,43.448,401,401,2.0,,1.0,,,,,,,0.0017683,6.9744,By MS/MS,,,,3.7,0.0,0.0,0.0,93277,93277,0,0,0,4663.9,4663.9,0.0,0.0,0.0,22161.0,0,0,0.0,1,0,0,0,1,,,,221,5154,True,5644,12467,14892,14892,,,mitochondrial carrier protein,,,,,-1.0,0.0,4.969774569743441,-inf,-3.385786348758493,0.0,-2.386055560678796,0.0,0.0,-2.8052226088499466,0.0
Tb927.10.13290,Tb927.10.13290:mRNA-p1,Tb927.10.13290:mRNA-p1,2,2,2,,1,2,2,2,0,2,0,0,0,2,0,0,0,2,0,0,5.8,5.8,5.8,45.283,412,412,41.0,,,,,,,2.0,,0.0,13.85,,By MS/MS,,,0.0,5.8,0.0,0.0,155860,0,155860,0,0,17318.0,0.0,17318.0,0.0,0.0,0.0,136650,0,0.0,0,2,0,0,2,,,,222,2182;5646,True;True,2373;6185,5114;13745,5934;16378,5934;16378,,,ethanolamine phosphotransferase (EPT),0.036468167,11.94388277,i,red,0.0,-1.5849625007211563,-inf,5.192734671903164,0.0,-4.957796696712927,0.0,0.0,-4.957796696712927,0.0,-3.0911645836993555
Tb927.10.13310,Tb927.10.13310:mRNA-p1,Tb927.10.13310:mRNA-p1,1,1,1,,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,5.7,5.7,5.7,33.82,299,299,41.0,,,,,,,1.0,,0.006462000000000001,6.4255,,By MS/MS,,,0.0,5.7,0.0,0.0,35892,0,35892,0,0,2111.3,0.0,2111.3,0.0,0.0,0.0,31467,0,0.0,0,1,0,0,1,,,,223,4712,True,5160,11328,13391,13391,,,"DNA-directed RNA polymerase I subunit RPB5z, putative",,,,,0.0,-1.0,-inf,4.554997659078943,0.0,-2.22244969187751,0.0,0.0,-2.22244969187751,0.0,-1.4500397465776025
Tb927.10.13320,Tb927.10.13320:mRNA-p1,Tb927.10.13320:mRNA-p1,2,2,2,,1,2,2,2,0,2,0,0,0,2,0,0,0,2,0,0,14.2,14.2,14.2,25.21,219,219,41.0,,,,,,,2.0,,0.0,14.418,,By MS/MS,,,0.0,14.2,0.0,0.0,202140,0,202140,0,0,15549.0,0.0,15549.0,0.0,0.0,0.0,177220,0,0.0,0,3,0,0,3,,,,224,2517;4511,True;True,2726;4940,5971;10837,7027;12780;12781,7027;12780,,,"DNA-directed RNA polymerase II/III subunit, putative",-0.0077971590000000006,13.78153322,i,red,0.0,-2.0,-inf,5.305652261364764,0.0,-4.8076179898415745,0.0,0.0,-4.8076179898415745,0.0,-3.42697863682708
Tb927.10.13360,Tb927.10.13360:mRNA-p1,Tb927.10.13360:mRNA-p1,12,12,12,,1,12,12,12,12,3,1,3,12,3,1,3,12,3,1,3,24.5,24.5,24.5,51.849,470,470,12.5,,14.0,,1.0,,3.0,,3.0,0.0,91.605,By MS/MS,By MS/MS,By MS/MS,By MS/MS,24.5,8.1,2.8,7.4,3688300,3289700,129100,39184,230290,136600.0,121840.0,4781.3,1451.2,8529.1,608890.0,377320,0,203310.0,15,3,1,3,22,,,,225,285;286;619;661;1988;2533;2985;4839;4963;5373;5483;5764,True;True;True;True;True;True;True;True;True;True;True;True,301;302;660;707;2166;2745;2746;3231;5293;5294;5431;5887;6011;6316,638;639;640;1456;1535;4663;6003;6004;7049;7050;7051;7052;11642;11643;11963;11964;11965;13053;13345;14032;14033,723;724;725;726;1706;1801;5397;7059;7060;8323;8324;8325;8326;13808;13809;14195;14196;14197;15550;15909;16722;16723,723;726;1706;1801;5397;7060;8323;13809;14197;15550;15909;16722,178;179,203;404,"Elongation factor Tu, mitochondrial",-0.007312300999999999,17.88309925,i,red,-3.0,0.0,6.522298661771974,5.555565988729439,-5.975201111842127,0.7651931622569791,-6.872178470796315,3.4060617689567962,0.7651931622569791,-5.915582219168434,0.744510731879599
Tb927.10.13430,Tb927.10.13430:mRNA-p1,Tb927.10.13430:mRNA-p1,8,8,8,,1,8,8,8,6,0,0,5,6,0,0,5,6,0,0,5,18.4,18.4,18.4,53.583999999999996,484,484,15.8,,7.0,,,,6.0,,,0.0,52.833999999999996,By MS/MS,,,By MS/MS,13.0,0.0,0.0,12.2,1197400,838560,0,0,358810,49890.0,34940.0,0.0,0.0,14950.0,158060.0,0,0,262770.0,7,0,0,7,14,,,,226,1473;1966;2174;3285;3369;4000;4518;4851,True;True;True;True;True;True;True;True,1606;2135;2365;3557;3558;3648;4399;4947;5311;5312,3423;4600;5098;7818;7819;8000;8001;9695;10851;11680;11681;11682;11683,3941;5328;5916;9213;9214;9423;9424;11454;11455;12794;13860;13861;13862;13863,3941;5328;5916;9213;9424;11455;12794;13862,180;181;182,75;79;472,"citrate synthase, putative",0.718613699,15.32810126,i,red,-3.0,3.0,5.923534142358518,5.554864538285933,-6.166208379553256,4.753004262575226,-4.961174746789273,3.7450515370325834,4.753004262575226,-5.777341935690243,4.195052194838471
Tb927.11.9710,Tb927.11.9710:mRNA-p1;Tb927.10.13500:mRNA-p1,Tb927.11.9710:mRNA-p1;Tb927.10.13500:mRNA-p1,16;16,16;16,16;16,;,2,16,16,16,8,16,5,7,8,16,5,7,8,16,5,7,58.4,58.4,58.4,24.596999999999998,214,214;214,27.5,14.0,1.0,7.0,,6.0,6.0,31.0,3.0,0.0,145.76,By MS/MS,By MS/MS,By MS/MS,By MS/MS,23.4,58.4,18.7,29.0,26718000,4656400,20018000,1044400,998980,2671800.0,465640.0,2001800.0,104440.0,99898.0,5402400.0,11945000,4457100,8389700.0,17,45,8,11,81,,,,227,1338;1629;1630;2563;2757;2759;2760;3204;3453;3598;3645;3646;5212;5213;5291;5301,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1460;1773;1774;2782;2992;2995;2996;2997;2998;3475;3738;3739;3953;3954;4010;4011;4012;5704;5705;5792;5793;5803,3124;3125;3126;3127;3810;3811;3812;3813;3814;3815;3816;6133;6134;6135;6136;6137;6571;6574;6575;6576;6577;6578;6579;6580;6581;6582;6583;6584;6585;6586;6587;6588;6589;6590;6591;6592;6593;6594;6595;7641;8173;8174;8175;8667;8668;8669;8670;8671;8801;8802;8803;8804;8805;8806;8807;8808;8809;12607;12608;12609;12610;12799;12800;12828;12829;12830;12831;12832,3577;3578;3579;4386;4387;4388;4389;4390;4391;4392;7227;7228;7229;7230;7231;7232;7233;7743;7747;7748;7749;7750;7751;7752;7753;7754;7755;7756;7757;7758;7759;7760;7761;7762;7763;7764;7765;7766;7767;7768;7769;9017;9616;9617;9618;9619;9620;10196;10197;10198;10199;10200;10201;10202;10203;10204;10390;10391;10392;10393;10394;10395;10396;10397;10398;10399;15051;15052;15053;15054;15055;15056;15057;15058;15059;15269;15270;15302;15303;15304;15305;15306;15307,3578;4386;4391;7228;7743;7754;7761;9017;9617;10204;10392;10396;15055;15057;15269;15305,183;184;185;186,60;82;100;171,"60S ribosomal protein L10a, putative",-0.029545573,17.3960075,i,red,-1.0,-1.9385994553358568,6.75593580500694,7.322570310951846,-2.1512689337496855,-4.3168217812041405,-0.2771985340592211,8.633614200425173,-4.3168217812041405,-2.140004420273194,-4.296572341750913
Tb927.11.9720,Tb927.11.9720:mRNA-p1;Tb927.10.13517:mRNA-p1,Tb927.11.9720:mRNA-p1;Tb927.10.13517:mRNA-p1,2;2,2;2,2;2,;,2,2,2,2,0,2,0,0,0,2,0,0,0,2,0,0,31.4,31.4,31.4,9.6302,86,86;86,41.0,,,,,,,2.0,,0.0,12.524000000000001,,By MS/MS,,,0.0,31.4,0.0,0.0,234600,0,234600,0,0,46921.0,0.0,46921.0,0.0,0.0,0.0,205680,0,0.0,0,2,0,0,2,,,,228,1816;3715,True;True,1974;4087,4259;8956,4918;10579,4918;10579,,,"40S ribosomal protein S27, putative",-0.11620101,17.13964505,i,red,0.0,-1.5849625007211563,-inf,5.37032800777951,0.0,-6.366168223312173,0.0,0.0,-6.366168223312173,0.0,-3.6231466688360303
Tb927.10.14080,Tb927.10.14080:mRNA-p1;Tb927.10.13570:mRNA-p1,Tb927.10.14080:mRNA-p1;Tb927.10.13570:mRNA-p1,1;1,1;1,1;1,;,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,8.2,8.2,8.2,37.093,341,341;341,32.0,,,,,,1.0,,,0.00095057,7.7078,,,,By MS/MS,0.0,0.0,0.0,8.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,1,1,,,,229,1801,True,1957,4226,4877,4877,,,"RNA-binding protein 27, putative",,,,,0.0,1.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tb927.10.13620,Tb927.10.13620:mRNA-p1,Tb927.10.13620:mRNA-p1,4,4,4,,1,4,4,4,4,0,0,0,4,0,0,0,4,0,0,0,11.1,11.1,11.1,54.791000000000004,485,485,2.0,,5.0,,,,,,,0.0,23.288,By MS/MS,,,,11.1,0.0,0.0,0.0,560460,560460,0,0,0,24368.0,24368.0,0.0,0.0,0.0,133150.0,0,0,0.0,6,0,0,0,6,,,,230,18;134;2342;2384,True;True;True;True,20;141;2537;2580,42;304;305;5501;5587,52;367;368;6459;6460;6558,52;368;6460;6558,,,"NADH-ubiquinone oxidoreductase complex I subunit,FT putative",,,,,-2.807354922057604,0.0,5.7485446224632435,-inf,-5.655006014138802,0.0,-4.722393470595306,0.0,0.0,-5.209032665027185,0.0
Tb927.10.13670,Tb927.10.13670:mRNA-p1,Tb927.10.13670:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2.1,2.1,2.1,53.312,472,472,2.0,,1.0,,,,,,,0.00491,6.5252,By MS/MS,,,,2.1,0.0,0.0,0.0,216220,216220,0,0,0,8008.0,8008.0,0.0,0.0,0.0,51368.0,0,0,0.0,1,0,0,0,1,,,,231,223,True,235,500,580,580,,,serine/threonine protein phosphatase 5,,,,,-1.0,0.0,5.334895863011881,-inf,-4.1068708212927545,0.0,-3.432767775593795,0.0,0.0,-3.8957181998607298,0.0
Tb927.10.13720,Tb927.10.13720:mRNA-p1,Tb927.10.13720:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,5.6,5.6,5.6,40.678000000000004,377,377,2.0,,2.0,,,,,,,0.0,12.095999999999998,By MS/MS,,,,5.6,0.0,0.0,0.0,45445,45445,0,0,0,3787.1,3787.1,0.0,0.0,0.0,10797.0,0,0,0.0,2,0,0,0,2,,,,232,2188;2379,True;True,2379;2575,5130;5573,5950;6545,5950;6545,,,"RNA-binding protein 29, putative",-0.05430977,12.75976096,i,red,-1.5849625007211563,0.0,4.65748610775906,-inf,-3.11694970517223,0.0,-1.6133208326814752,0.0,0.0,-1.9701879996049385,0.0
Tb927.10.13800,Tb927.10.13800:mRNA-p1,Tb927.10.13800:mRNA-p1,8,8,8,,1,8,8,8,8,0,1,1,8,0,1,1,8,0,1,1,18.1,18.1,18.1,46.281000000000006,431,431,4.38,2.0,12.0,,1.0,,1.0,,,0.0,74.454,By MS/MS,,By MS/MS,By MS/MS,18.1,0.0,2.8,2.8,5805800,5724800,0,28636,52401,276470.0,272610.0,0.0,1363.6,2495.3,1193400.0,0,0,0.0,15,0,1,1,17,,,,233,235;870;1103;4066;4145;4260;4737;5175,True;True;True;True;True;True;True;True,247;940;941;1196;1197;4470;4553;4674;5186;5666,524;2040;2041;2042;2575;2576;9819;9820;9970;10202;10203;11368;12507;12508;12509;12510,601;2366;2367;2368;2369;2973;2974;2975;11598;11783;12049;12050;13435;13436;14935;14936;14937;14938,601;2366;2975;11598;11783;12050;13435;14936,187;188,157;342,"hypothetical protein, conserved",0.054283922000000005,13.98973547,i,red,-3.0,1.0,6.759927286457151,4.719339574967274,-7.200329649544193,2.4151565120752716,-7.836958160705068,0.0,2.4151565120752716,-7.020660572526765,1.8192119013970678
Tb927.10.13820,Tb927.10.13820:mRNA-p1,Tb927.10.13820:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,4.2,4.2,4.2,29.914,261,261,1.0,1.0,,,,,,,,0.0079051,6.2946,By MS/MS,,,,4.2,0.0,0.0,0.0,34493,34493,0,0,0,2155.8,2155.8,0.0,0.0,0.0,34493.0,0,0,0.0,1,0,0,0,1,,,,234,5840,True,6406,14226,16964,16964,,,"Domain of unknown function (DUF4379), putative",,,,,-1.0,0.0,4.53773096841162,-inf,-2.4247271425930834,0.0,-2.922125525568649,0.0,0.0,-1.6847843030068377,0.0
Tb927.10.13830,Tb927.10.13830:mRNA-p1,Tb927.10.13830:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,6.7,6.7,6.7,27.234,240,240,1.0,2.0,,,,,,,,0.00099206,11.124,By MS/MS,,,,6.7,0.0,0.0,0.0,123250,123250,0,0,0,8803.6,8803.6,0.0,0.0,0.0,123250.0,0,0,0.0,2,0,0,0,2,,,,235,3789;4307,True;True,4168;4722,9184;10338,10857;12196,10857;12196,,,"chaperone protein DnaJ, putative",0.345775395,11.60187955,i,red,-1.5849625007211563,0.0,5.090786927949267,-inf,-4.235935634894611,0.0,-4.615311783119218,0.0,0.0,-3.1561278127343537,0.0
Tb927.10.1390,Tb927.10.1390:mRNA-p1,Tb927.10.1390:mRNA-p1,1,1,1,,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,5.1,5.1,5.1,26.36,234,234,41.0,,,,,,,1.0,,0.0025795,6.8428,,By MS/MS,,,0.0,5.1,0.0,0.0,57194,0,57194,0,0,4399.6,0.0,4399.6,0.0,0.0,0.0,50144,0,0.0,0,1,0,0,1,,,,236,4516,True,4945,10847,12790,12790,,,"hypoxanthine-guanine phosphoribosyltransferase, putative",4.169476999,18.63905506,iii,green,0.0,-1.0,-inf,4.757350471038355,0.0,-3.1112171350839093,0.0,0.0,-3.1112171350839093,0.0,-1.9108074695661095
Tb927.10.13990,Tb927.10.13990:mRNA-p1,Tb927.10.13990:mRNA-p1,4,4,4,,1,4,4,4,4,0,0,0,4,0,0,0,4,0,0,0,14.4,14.4,14.4,39.633,361,361,2.0,,4.0,,,,,,,0.0,26.019000000000002,By MS/MS,,,,14.4,0.0,0.0,0.0,416840,416840,0,0,0,21939.0,21939.0,0.0,0.0,0.0,99031.0,0,0,0.0,5,0,0,0,5,,,,237,731;3156;3898;5344,True;True;True;True,786;3423;4290;5851,1724;7536;9453;12968,1994;8897;11185;11186;15448,1994;8897;11185;15448,,,"hypothetical protein, conserved",-0.124565911,13.68667229,i,red,-2.584962500721156,0.0,5.619969387224652,-inf,-5.506682454029001,0.0,-4.313999928217753,0.0,0.0,-4.795291098017122,0.0
Tb927.10.1470,Tb927.10.1470:mRNA-p1;Tb927.10.1400:mRNA-p1,Tb927.10.1470:mRNA-p1;Tb927.10.1400:mRNA-p1,5;5,5;5,5;5,;,2,5,5,5,5,3,0,0,5,3,0,0,5,3,0,0,26.2,26.2,26.2,23.372,210,210;210,14.4,7.0,1.0,,,,,4.0,,0.0,32.73,By MS/MS,By MS/MS,,,26.2,17.1,0.0,0.0,2897700,2207000,690740,0,0,222900.0,169770.0,53133.0,0.0,0.0,2359600.0,396250,0,0.0,6,5,0,0,11,,,,238,102;999;2068;2488;4838,True;True;True;True;True,107;1086;2256;2257;2694;5292,225;2368;2369;2370;4865;4866;4867;5902;5903;11639;11640;11641,279;2732;2733;2734;2735;5647;5648;6953;6954;13805;13806;13807,279;2732;5647;6954;13807,189,63,hypoxanthine-guanine phosphoribosyltransferase,,,,,-2.807354922057604,-2.584962500721156,6.343802333161655,5.8393146062541215,-8.430794914120685,-6.54349646363294,-8.817300889181189,0.0,-6.54349646363294,-7.157040101096791,-5.101619140428857
Tb927.10.14040,Tb927.10.14040:mRNA-p1,Tb927.10.14040:mRNA-p1,3,3,3,,1,3,3,3,1,0,0,3,1,0,0,3,1,0,0,3,10.0,10.0,10.0,43.413999999999994,380,380,24.5,,1.0,,,,3.0,,,0.0,22.114,By MS/MS,,,By MS/MS,2.9,0.0,0.0,10.0,195910,64193,0,0,131710,10884.0,3566.3,0.0,0.0,7317.4,0.0,0,0,90263.0,1,0,0,4,5,,,,239,921;2896;5223,True;True;True,1001;3138;5716,2161;2162;6870;12634,2509;2510;8117;15081;15082,2510;8117;15082,,,"vacuolar ATP synthase subunit c, putative",0.499438858,15.74246775,i,red,-1.0,2.321928094887362,4.807487672506224,5.119618749752575,-3.0405434996392073,3.7770170673686696,0.0,2.3956970308220056,3.7770170673686696,-2.3567270398019433,2.8789907999821667
Tb927.10.14090,Tb927.10.14090:mRNA-p1;Tb927.10.13580:mRNA-p1,Tb927.10.14090:mRNA-p1;Tb927.10.13580:mRNA-p1,5;3,5;3,5;3,;,2,5,5,5,5,0,0,3,5,0,0,3,5,0,0,3,13.9,13.9,13.9,56.528999999999996,526,526;484,13.2,,5.0,,,,3.0,,,0.0,45.50899999999999,By MS/MS,,,By MS/MS,13.9,0.0,0.0,9.1,1259400,1006500,0,0,252880,74081.0,59205.0,0.0,0.0,14875.0,265210.0,0,0,147210.0,5,0,0,5,10,,,,240,882;1776;3388;3642;4638,True;True;True;True;True,956;1928;3667;4007;5080,2065;2066;4152;8034;8035;8797;8798;11152,2394;2395;4795;9456;9457;10384;10385;10386;10387;13191,2394;4795;9457;10386;13191,,,"transporter, putative",0.380484465,15.31727931,i,red,-2.584962500721156,2.584962500721156,6.002813779224673,5.402914482831523,-6.918790739914908,4.746018184101735,-5.689003452986861,2.9912106299305297,4.746018184101735,-6.036307538452332,3.722907968626383
Tb927.10.14140,Tb927.10.14140:mRNA-p1;Tb11.v5.0605.1-p1,Tb927.10.14140:mRNA-p1;Tb11.v5.0605.1-p1,5;4,5;4,5;4,;,2,5,5,5,5,0,0,0,5,0,0,0,5,0,0,0,12.2,12.2,12.2,54.423,499,499;458,1.83,1.0,5.0,,,,,,,0.0,32.139,By MS/MS,,,,12.2,0.0,0.0,0.0,623800,623800,0,0,0,23992.0,23992.0,0.0,0.0,0.0,158590.0,0,0,0.0,4,0,0,0,4,,,,241,351;1770;2647;4629;5836,True;True;True;True;True,373;1920;2871;5070;6402,779;4141;4142;6342;11135;14217,876;4784;7466;13170;16954,876;4784;7466;13170;16954,,,pyruvate kinase 1,-0.002248783,18.40037099,i,red,-2.321928094887362,0.0,5.795045370421125,-inf,-5.633020238625381,0.0,-4.965849449943288,0.0,0.0,-5.359539023345673,0.0
Tb927.10.14160,Tb927.10.14160:mRNA-p1,Tb927.10.14160:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,3.6,3.6,3.6,32.751,304,304,1.0,1.0,,,,,,,,0.0086546,6.2631,By MS/MS,,,,3.6,0.0,0.0,0.0,37420,37420,0,0,0,3401.8,3401.8,0.0,0.0,0.0,37420.0,0,0,0.0,1,0,0,0,1,,,,242,2097,True,2286,4925,5725,5725,,,Aquaglyceroporin 3,,,,,-1.0,0.0,4.573103783163991,-inf,-2.980867784969005,0.0,-3.0246657857201074,0.0,0.0,-1.7667549089000156,0.0
Tb927.10.14180,Tb927.10.14180:mRNA-p1,Tb927.10.14180:mRNA-p1,9,9,9,,1,9,9,9,9,0,1,4,9,0,1,4,9,0,1,4,26.7,26.7,26.7,41.675,374,374,10.6,1.0,9.0,,1.0,,4.0,,,0.0,65.172,By MS/MS,,By MS/MS,By MS/MS,26.7,0.0,3.2,12.8,3167600,2948100,0,27195,192310,197970.0,184250.0,0.0,1699.7,12020.0,690900.0,0,0,161070.0,10,0,1,5,16,,,,243,692;962;1147;1537;3143;4200;4782;4881;5667,True;True;True;True;True;True;True;True;True,744;1045;1248;1676;3408;4609;5233;5342;6207,1624;2267;2268;2269;2270;2669;3574;3575;7511;10084;11489;11786;11787;13789;13790,1889;2619;2620;2621;3092;4103;4104;8864;11914;11915;13608;13990;13991;13992;16433;16434,1889;2620;3092;4103;8864;11915;13608;13990;16433,,,protein transport protein SEC13,-0.33217263399999997,16.29580059,i,red,-2.4594316186372973,2.584962500721156,6.473530032424423,5.2840018678677145,-6.396407417578976,4.451278977174292,-7.053011200905215,3.1053249340604383,4.451278977174292,-6.11471072222027,3.3618978502779155
Tb927.10.14200,Tb927.10.14200:mRNA-p1,Tb927.10.14200:mRNA-p1,5,5,5,,1,5,5,5,4,0,1,0,4,0,1,0,4,0,1,0,16.8,16.8,16.8,37.294000000000004,327,327,2.56,4.0,4.0,1.0,,,,,,0.0,34.508,By MS/MS,,By MS/MS,,13.1,0.0,3.7,0.0,1068200,431000,0,637220,0,46444.0,18739.0,0.0,27705.0,0.0,266140.0,0,0,0.0,9,0,1,0,10,,,,244,126;1468;2363;4513;4524,True;True;True;True;True,133;1601;2559;4942;4953,284;3413;3414;5536;5537;10840;10841;10863;10864,345;3933;3934;6506;6507;6508;12784;12805;12806;12807,345;3933;6508;12784;12805,,,syntaxin 5,0.581400401,12.45182765,i,red,-2.321928094887362,0.0,6.0286607048897425,-inf,0.5520744982779171,0.0,-5.693955913425293,0.0,0.0,0.5477295593305495,0.0
Tb927.10.14280,Tb927.10.14280:mRNA-p1,Tb927.10.14280:mRNA-p1,1,1,1,,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,5.6,5.6,5.6,33.004,303,303,21.0,1.0,,,,,,1.0,,0.00096805,9.3524,By MS/MS,By MS/MS,,,5.6,5.6,0.0,0.0,158460,41759,116700,0,0,10564.0,2783.9,7780.1,0.0,0.0,0.0,102310,0,0.0,2,1,0,0,3,,,,245,315,True,332,701;702,793;794;795,793,,,mitochondrial carrier protein,,,,,-1.5849625007211563,-1.0,4.6207500900976095,5.06707085604537,-2.731678120699509,-3.859202191635632,0.0,0.0,-3.859202191635632,-1.880293714092447,-2.7294369519534265
